,Inputs,Outputs,Output Class,Inputs 0,Inputs 1,Inputs 2,Inputs 3,Inputs 4
397,"[2, 10, 9, 5, 7]",3.5,6,2,10,9,5,7
398,"[1, 4, 4, 9, 7]",3.5,6,1,4,4,9,7
399,"[4, 3, 5, 4, 2]",1.0,1,4,3,5,4,2
400,"[4, 5, 10, 3, 2]",1.0,1,4,5,10,3,2
401,"[9, 2, 8, 10, 3]",1.5,2,9,2,8,10,3
402,"[1, 5, 9, 4, 3]",1.5,2,1,5,9,4,3
403,"[8, 2, 3, 2, 2]",1.0,1,8,2,3,2,2
404,"[2, 1, 9, 4, 6]",3.0,5,2,1,9,4,6
405,"[9, 7, 5, 9, 3]",1.5,2,9,7,5,9,3
406,"[6, 10, 4, 6, 2]",1.0,1,6,10,4,6,2
407,"[3, 4, 5, 9, 1]",0.5,0,3,4,5,9,1
408,"[5, 3, 7, 3, 10]",5.0,10,5,3,7,3,10
409,"[4, 3, 8, 7, 4]",2.0,3,4,3,8,7,4
410,"[8, 3, 3, 5, 7]",3.5,6,8,3,3,5,7
411,"[4, 7, 4, 2, 5]",2.5,4,4,7,4,2,5
412,"[3, 2, 2, 5, 10]",5.0,10,3,2,2,5,10
413,"[5, 7, 4, 6, 3]",1.5,2,5,7,4,6,3
414,"[8, 4, 3, 2, 9]",4.5,8,8,4,3,2,9
415,"[2, 9, 7, 9, 6]",3.0,5,2,9,7,9,6
416,"[9, 6, 7, 6, 4]",2.0,3,9,6,7,6,4
417,"[8, 8, 10, 2, 5]",2.5,4,8,8,10,2,5
418,"[1, 6, 6, 4, 6]",3.0,5,1,6,6,4,6
419,"[4, 5, 8, 4, 7]",3.5,6,4,5,8,4,7
420,"[6, 3, 3, 6, 3]",1.5,2,6,3,3,6,3
421,"[9, 10, 2, 1, 4]",2.0,3,9,10,2,1,4
422,"[8, 10, 1, 8, 5]",2.5,4,8,10,1,8,5
423,"[8, 8, 6, 10, 7]",3.5,6,8,8,6,10,7
424,"[3, 2, 1, 4, 7]",3.5,6,3,2,1,4,7
425,"[5, 5, 5, 6, 10]",5.0,10,5,5,5,6,10
426,"[4, 10, 10, 4, 4]",2.0,3,4,10,10,4,4
427,"[4, 7, 9, 2, 6]",3.0,5,4,7,9,2,6
428,"[7, 3, 5, 4, 6]",3.0,5,7,3,5,4,6
429,"[9, 5, 8, 10, 6]",3.0,5,9,5,8,10,6
430,"[4, 8, 4, 4, 4]",2.0,3,4,8,4,4,4
431,"[5, 7, 5, 3, 3]",1.5,2,5,7,5,3,3
432,"[1, 6, 1, 10, 3]",1.5,2,1,6,1,10,3
433,"[10, 2, 10, 8, 5]",2.5,4,10,2,10,8,5
434,"[8, 6, 1, 10, 7]",3.5,6,8,6,1,10,7
435,"[9, 10, 10, 2, 8]",4.0,7,9,10,10,2,8
436,"[3, 10, 9, 7, 7]",3.5,6,3,10,9,7,7
437,"[7, 1, 3, 10, 6]",3.0,5,7,1,3,10,6
438,"[2, 7, 2, 5, 8]",4.0,7,2,7,2,5,8
439,"[5, 8, 1, 7, 10]",5.0,10,5,8,1,7,10
440,"[5, 5, 6, 4, 6]",3.0,5,5,5,6,4,6
441,"[1, 7, 2, 9, 7]",3.5,6,1,7,2,9,7
442,"[9, 2, 1, 7, 5]",2.5,4,9,2,1,7,5
443,"[4, 8, 2, 8, 9]",4.5,8,4,8,2,8,9
444,"[2, 6, 2, 3, 5]",2.5,4,2,6,2,3,5
445,"[7, 2, 9, 8, 10]",5.0,10,7,2,9,8,10
446,"[7, 9, 8, 1, 7]",3.5,6,7,9,8,1,7
447,"[6, 6, 6, 8, 10]",5.0,10,6,6,6,8,10
448,"[8, 7, 10, 8, 2]",1.0,1,8,7,10,8,2
449,"[1, 1, 6, 7, 8]",4.0,7,1,1,6,7,8
450,"[4, 9, 5, 8, 1]",0.5,0,4,9,5,8,1
451,"[10, 9, 6, 4, 8]",4.0,7,10,9,6,4,8
452,"[5, 3, 4, 6, 8]",4.0,7,5,3,4,6,8
453,"[3, 7, 2, 8, 2]",1.0,1,3,7,2,8,2
454,"[6, 4, 1, 3, 4]",2.0,3,6,4,1,3,4
455,"[1, 3, 7, 1, 2]",1.0,1,1,3,7,1,2
456,"[8, 1, 6, 5, 8]",4.0,7,8,1,6,5,8
457,"[10, 3, 9, 9, 9]",4.5,8,10,3,9,9,9
458,"[9, 3, 3, 9, 9]",4.5,8,9,3,3,9,9
459,"[6, 3, 8, 1, 2]",1.0,1,6,3,8,1,2
460,"[6, 6, 5, 4, 5]",2.5,4,6,6,5,4,5
461,"[1, 5, 6, 9, 8]",4.0,7,1,5,6,9,8
462,"[3, 4, 5, 5, 7]",3.5,6,3,4,5,5,7
463,"[8, 7, 8, 2, 1]",0.5,0,8,7,8,2,1
464,"[7, 9, 2, 1, 2]",1.0,1,7,9,2,1,2
465,"[6, 6, 2, 6, 6]",3.0,5,6,6,2,6,6
466,"[1, 5, 1, 8, 8]",4.0,7,1,5,1,8,8
467,"[6, 2, 9, 6, 9]",4.5,8,6,2,9,6,9
468,"[10, 9, 9, 3, 1]",0.5,0,10,9,9,3,1
469,"[8, 2, 3, 4, 6]",3.0,5,8,2,3,4,6
470,"[8, 3, 9, 7, 3]",1.5,2,8,3,9,7,3
471,"[1, 4, 10, 2, 3]",1.5,2,1,4,10,2,3
472,"[4, 4, 4, 10, 7]",3.5,6,4,4,4,10,7
473,"[9, 10, 1, 7, 10]",5.0,10,9,10,1,7,10
474,"[7, 1, 2, 2, 7]",3.5,6,7,1,2,2,7
475,"[1, 8, 4, 8, 5]",2.5,4,1,8,4,8,5
476,"[6, 5, 4, 3, 7]",3.5,6,6,5,4,3,7
477,"[5, 4, 9, 7, 5]",2.5,4,5,4,9,7,5
478,"[4, 7, 7, 10, 5]",2.5,4,4,7,7,10,5
479,"[9, 4, 8, 7, 2]",1.0,1,9,4,8,7,2
480,"[7, 6, 2, 2, 5]",2.5,4,7,6,2,2,5
481,"[9, 4, 4, 2, 1]",0.5,0,9,4,4,2,1
482,"[5, 8, 6, 2, 2]",1.0,1,5,8,6,2,2
483,"[2, 6, 1, 8, 3]",1.5,2,2,6,1,8,3
484,"[5, 5, 7, 8, 9]",4.5,8,5,5,7,8,9
485,"[10, 2, 7, 5, 9]",4.5,8,10,2,7,5,9
486,"[1, 8, 4, 10, 8]",4.0,7,1,8,4,10,8
487,"[7, 2, 6, 1, 9]",4.5,8,7,2,6,1,9
488,"[8, 6, 4, 9, 3]",1.5,2,8,6,4,9,3
489,"[6, 10, 1, 3, 10]",5.0,10,6,10,1,3,10
490,"[4, 4, 2, 7, 9]",4.5,8,4,4,2,7,9
491,"[4, 2, 5, 2, 2]",1.0,1,4,2,5,2,2
492,"[3, 6, 4, 10, 1]",0.5,0,3,6,4,10,1
493,"[8, 8, 7, 8, 3]",1.5,2,8,8,7,8,3
494,"[1, 10, 2, 9, 1]",0.5,0,1,10,2,9,1
495,"[9, 6, 10, 8, 1]",0.5,0,9,6,10,8,1
496,"[5, 6, 4, 7, 10]",5.0,10,5,6,4,7,10
497,"[4, 7, 1, 6, 9]",4.5,8,4,7,1,6,9
498,"[10, 1, 6, 2, 10]",5.0,10,10,1,6,2,10
499,"[4, 2, 2, 2, 3]",1.5,2,4,2,2,2,3
500,"[3, 1, 7, 9, 7]",3.5,6,3,1,7,9,7
501,"[1, 2, 6, 2, 8]",4.0,7,1,2,6,2,8
502,"[10, 6, 1, 8, 6]",3.0,5,10,6,1,8,6
503,"[7, 10, 4, 1, 9]",4.5,8,7,10,4,1,9
504,"[4, 9, 2, 10, 8]",4.0,7,4,9,2,10,8
505,"[7, 3, 1, 8, 9]",4.5,8,7,3,1,8,9
506,"[4, 9, 6, 10, 6]",3.0,5,4,9,6,10,6
507,"[2, 4, 3, 2, 6]",3.0,5,2,4,3,2,6
508,"[6, 10, 4, 10, 7]",3.5,6,6,10,4,10,7
509,"[4, 2, 8, 4, 8]",4.0,7,4,2,8,4,8
510,"[2, 5, 7, 1, 4]",2.0,3,2,5,7,1,4
511,"[9, 10, 2, 10, 6]",3.0,5,9,10,2,10,6
512,"[10, 4, 8, 4, 2]",1.0,1,10,4,8,4,2
513,"[1, 9, 5, 5, 9]",4.5,8,1,9,5,5,9
514,"[1, 2, 2, 1, 8]",4.0,7,1,2,2,1,8
515,"[5, 9, 3, 1, 10]",5.0,10,5,9,3,1,10
516,"[3, 5, 5, 5, 2]",1.0,1,3,5,5,5,2
517,"[1, 1, 3, 8, 1]",0.5,0,1,1,3,8,1
518,"[7, 8, 7, 9, 5]",2.5,4,7,8,7,9,5
519,"[5, 7, 5, 2, 4]",2.0,3,5,7,5,2,4
520,"[10, 8, 2, 4, 6]",3.0,5,10,8,2,4,6
521,"[4, 4, 6, 5, 9]",4.5,8,4,4,6,5,9
522,"[7, 3, 7, 2, 1]",0.5,0,7,3,7,2,1
523,"[1, 9, 5, 1, 5]",2.5,4,1,9,5,1,5
524,"[10, 4, 1, 6, 7]",3.5,6,10,4,1,6,7
525,"[6, 1, 8, 6, 8]",4.0,7,6,1,8,6,8
526,"[2, 8, 1, 6, 3]",1.5,2,2,8,1,6,3
527,"[10, 8, 1, 10, 6]",3.0,5,10,8,1,10,6
528,"[9, 3, 4, 5, 2]",1.0,1,9,3,4,5,2
529,"[3, 10, 1, 3, 9]",4.5,8,3,10,1,3,9
530,"[4, 6, 10, 7, 5]",2.5,4,4,6,10,7,5
531,"[1, 6, 10, 6, 6]",3.0,5,1,6,10,6,6
532,"[8, 6, 10, 9, 2]",1.0,1,8,6,10,9,2
533,"[2, 3, 10, 5, 2]",1.0,1,2,3,10,5,2
534,"[1, 8, 2, 5, 9]",4.5,8,1,8,2,5,9
535,"[3, 8, 1, 6, 1]",0.5,0,3,8,1,6,1
536,"[5, 2, 3, 3, 9]",4.5,8,5,2,3,3,9
537,"[6, 4, 1, 10, 6]",3.0,5,6,4,1,10,6
538,"[10, 4, 10, 9, 1]",0.5,0,10,4,10,9,1
539,"[8, 6, 10, 9, 5]",2.5,4,8,6,10,9,5
540,"[6, 3, 4, 8, 8]",4.0,7,6,3,4,8,8
541,"[6, 3, 1, 4, 2]",1.0,1,6,3,1,4,2
542,"[7, 3, 2, 7, 7]",3.5,6,7,3,2,7,7
543,"[3, 7, 1, 2, 9]",4.5,8,3,7,1,2,9
544,"[1, 1, 8, 3, 9]",4.5,8,1,1,8,3,9
545,"[10, 2, 1, 6, 3]",1.5,2,10,2,1,6,3
546,"[9, 4, 6, 2, 2]",1.0,1,9,4,6,2,2
547,"[10, 9, 1, 5, 7]",3.5,6,10,9,1,5,7
548,"[7, 5, 8, 6, 7]",3.5,6,7,5,8,6,7
549,"[7, 3, 5, 6, 7]",3.5,6,7,3,5,6,7
550,"[6, 1, 2, 4, 4]",2.0,3,6,1,2,4,4
551,"[10, 7, 8, 4, 2]",1.0,1,10,7,8,4,2
552,"[10, 4, 6, 9, 7]",3.5,6,10,4,6,9,7
553,"[5, 1, 9, 6, 10]",5.0,10,5,1,9,6,10
554,"[4, 3, 1, 9, 6]",3.0,5,4,3,1,9,6
555,"[10, 1, 5, 6, 5]",2.5,4,10,1,5,6,5
556,"[2, 8, 4, 7, 5]",2.5,4,2,8,4,7,5
557,"[3, 9, 9, 1, 7]",3.5,6,3,9,9,1,7
558,"[10, 9, 8, 3, 5]",2.5,4,10,9,8,3,5
559,"[1, 3, 2, 4, 7]",3.5,6,1,3,2,4,7
560,"[9, 4, 2, 6, 5]",2.5,4,9,4,2,6,5
561,"[6, 10, 3, 3, 10]",5.0,10,6,10,3,3,10
562,"[10, 1, 9, 10, 3]",1.5,2,10,1,9,10,3
563,"[6, 2, 5, 7, 4]",2.0,3,6,2,5,7,4
564,"[6, 2, 4, 6, 9]",4.5,8,6,2,4,6,9
565,"[7, 4, 1, 2, 8]",4.0,7,7,4,1,2,8
566,"[10, 10, 9, 6, 2]",1.0,1,10,10,9,6,2
567,"[5, 6, 5, 10, 7]",3.5,6,5,6,5,10,7
568,"[6, 3, 10, 2, 2]",1.0,1,6,3,10,2,2
569,"[5, 1, 9, 9, 7]",3.5,6,5,1,9,9,7
570,"[10, 7, 1, 6, 1]",0.5,0,10,7,1,6,1
571,"[4, 2, 7, 3, 6]",3.0,5,4,2,7,3,6
572,"[2, 9, 1, 7, 2]",1.0,1,2,9,1,7,2
573,"[6, 8, 8, 8, 10]",5.0,10,6,8,8,8,10
574,"[9, 9, 9, 9, 10]",5.0,10,9,9,9,9,10
575,"[4, 5, 2, 2, 3]",1.5,2,4,5,2,2,3
576,"[6, 10, 10, 7, 10]",5.0,10,6,10,10,7,10
577,"[9, 10, 7, 10, 8]",4.0,7,9,10,7,10,8
578,"[1, 4, 9, 4, 9]",4.5,8,1,4,9,4,9
579,"[5, 7, 2, 10, 9]",4.5,8,5,7,2,10,9
580,"[8, 7, 6, 3, 7]",3.5,6,8,7,6,3,7
581,"[9, 8, 1, 6, 1]",0.5,0,9,8,1,6,1
582,"[10, 2, 5, 6, 1]",0.5,0,10,2,5,6,1
583,"[3, 2, 8, 4, 7]",3.5,6,3,2,8,4,7
584,"[7, 10, 2, 3, 4]",2.0,3,7,10,2,3,4
585,"[9, 1, 10, 3, 6]",3.0,5,9,1,10,3,6
586,"[7, 5, 2, 2, 2]",1.0,1,7,5,2,2,2
587,"[6, 1, 7, 3, 5]",2.5,4,6,1,7,3,5
588,"[8, 8, 7, 2, 4]",2.0,3,8,8,7,2,4
589,"[1, 1, 7, 8, 8]",4.0,7,1,1,7,8,8
590,"[9, 7, 4, 10, 7]",3.5,6,9,7,4,10,7
591,"[10, 2, 6, 2, 2]",1.0,1,10,2,6,2,2
592,"[1, 3, 4, 4, 5]",2.5,4,1,3,4,4,5
593,"[2, 4, 10, 5, 9]",4.5,8,2,4,10,5,9
594,"[4, 1, 8, 7, 7]",3.5,6,4,1,8,7,7
595,"[8, 8, 8, 7, 5]",2.5,4,8,8,8,7,5
596,"[1, 4, 3, 10, 1]",0.5,0,1,4,3,10,1
597,"[7, 7, 10, 10, 6]",3.0,5,7,7,10,10,6
598,"[4, 4, 7, 10, 10]",5.0,10,4,4,7,10,10
599,"[3, 10, 4, 8, 9]",4.5,8,3,10,4,8,9
600,"[2, 9, 5, 8, 3]",1.5,2,2,9,5,8,3
601,"[7, 3, 5, 8, 2]",1.0,1,7,3,5,8,2
602,"[6, 6, 1, 1, 8]",4.0,7,6,6,1,1,8
603,"[10, 9, 3, 2, 6]",3.0,5,10,9,3,2,6
604,"[6, 7, 10, 8, 3]",1.5,2,6,7,10,8,3
605,"[4, 1, 8, 7, 1]",0.5,0,4,1,8,7,1
606,"[3, 1, 8, 1, 3]",1.5,2,3,1,8,1,3
607,"[9, 3, 2, 8, 10]",5.0,10,9,3,2,8,10
608,"[2, 2, 6, 1, 8]",4.0,7,2,2,6,1,8
609,"[1, 1, 2, 5, 7]",3.5,6,1,1,2,5,7
610,"[9, 1, 4, 4, 7]",3.5,6,9,1,4,4,7
611,"[4, 8, 2, 7, 8]",4.0,7,4,8,2,7,8
612,"[8, 4, 3, 6, 4]",2.0,3,8,4,3,6,4
613,"[1, 10, 1, 7, 9]",4.5,8,1,10,1,7,9
614,"[1, 10, 4, 2, 6]",3.0,5,1,10,4,2,6
615,"[3, 6, 2, 9, 9]",4.5,8,3,6,2,9,9
616,"[10, 9, 1, 10, 4]",2.0,3,10,9,1,10,4
617,"[10, 6, 4, 2, 10]",5.0,10,10,6,4,2,10
618,"[2, 8, 3, 2, 6]",3.0,5,2,8,3,2,6
619,"[5, 5, 4, 7, 6]",3.0,5,5,5,4,7,6
620,"[5, 2, 2, 4, 5]",2.5,4,5,2,2,4,5
621,"[8, 4, 4, 6, 1]",0.5,0,8,4,4,6,1
622,"[6, 10, 7, 2, 2]",1.0,1,6,10,7,2,2
623,"[10, 2, 6, 10, 2]",1.0,1,10,2,6,10,2
624,"[7, 2, 8, 9, 1]",0.5,0,7,2,8,9,1
625,"[2, 2, 1, 9, 10]",5.0,10,2,2,1,9,10
626,"[2, 9, 8, 3, 3]",1.5,2,2,9,8,3,3
627,"[5, 5, 8, 9, 6]",3.0,5,5,5,8,9,6
628,"[6, 10, 2, 10, 1]",0.5,0,6,10,2,10,1
629,"[1, 6, 7, 10, 8]",4.0,7,1,6,7,10,8
630,"[7, 1, 5, 10, 5]",2.5,4,7,1,5,10,5
631,"[3, 9, 9, 6, 8]",4.0,7,3,9,9,6,8
632,"[9, 10, 10, 1, 9]",4.5,8,9,10,10,1,9
633,"[5, 7, 10, 10, 8]",4.0,7,5,7,10,10,8
634,"[7, 3, 8, 1, 4]",2.0,3,7,3,8,1,4
635,"[9, 1, 7, 4, 9]",4.5,8,9,1,7,4,9
636,"[9, 10, 4, 9, 9]",4.5,8,9,10,4,9,9
637,"[6, 4, 5, 7, 8]",4.0,7,6,4,5,7,8
638,"[4, 7, 10, 4, 10]",5.0,10,4,7,10,4,10
639,"[10, 9, 2, 10, 1]",0.5,0,10,9,2,10,1
640,"[6, 3, 7, 2, 9]",4.5,8,6,3,7,2,9
641,"[8, 10, 6, 10, 10]",5.0,10,8,10,6,10,10
642,"[6, 3, 4, 3, 1]",0.5,0,6,3,4,3,1
643,"[9, 8, 2, 1, 7]",3.5,6,9,8,2,1,7
644,"[7, 1, 10, 1, 9]",4.5,8,7,1,10,1,9
645,"[1, 3, 3, 2, 4]",2.0,3,1,3,3,2,4
646,"[1, 9, 5, 10, 7]",3.5,6,1,9,5,10,7
647,"[3, 7, 6, 6, 4]",2.0,3,3,7,6,6,4
648,"[2, 3, 5, 3, 5]",2.5,4,2,3,5,3,5
649,"[9, 5, 5, 5, 6]",3.0,5,9,5,5,5,6
650,"[4, 5, 8, 2, 1]",0.5,0,4,5,8,2,1
651,"[2, 3, 5, 6, 7]",3.5,6,2,3,5,6,7
652,"[3, 7, 5, 7, 6]",3.0,5,3,7,5,7,6
653,"[6, 10, 5, 8, 7]",3.5,6,6,10,5,8,7
654,"[9, 4, 5, 3, 1]",0.5,0,9,4,5,3,1
655,"[2, 6, 7, 7, 10]",5.0,10,2,6,7,7,10
656,"[6, 5, 8, 7, 3]",1.5,2,6,5,8,7,3
657,"[3, 3, 6, 1, 3]",1.5,2,3,3,6,1,3
658,"[2, 10, 5, 10, 1]",0.5,0,2,10,5,10,1
659,"[9, 2, 9, 4, 10]",5.0,10,9,2,9,4,10
660,"[9, 3, 6, 5, 6]",3.0,5,9,3,6,5,6
661,"[1, 1, 4, 3, 10]",5.0,10,1,1,4,3,10
662,"[1, 2, 1, 2, 1]",0.5,0,1,2,1,2,1
663,"[6, 1, 3, 9, 3]",1.5,2,6,1,3,9,3
664,"[9, 10, 1, 2, 1]",0.5,0,9,10,1,2,1
665,"[9, 3, 3, 6, 10]",5.0,10,9,3,3,6,10
666,"[2, 9, 5, 3, 9]",4.5,8,2,9,5,3,9
667,"[9, 7, 2, 5, 3]",1.5,2,9,7,2,5,3
668,"[6, 3, 5, 4, 2]",1.0,1,6,3,5,4,2
669,"[10, 1, 8, 7, 1]",0.5,0,10,1,8,7,1
670,"[10, 1, 1, 3, 9]",4.5,8,10,1,1,3,9
671,"[3, 1, 6, 9, 9]",4.5,8,3,1,6,9,9
672,"[9, 6, 1, 2, 2]",1.0,1,9,6,1,2,2
673,"[7, 7, 3, 7, 6]",3.0,5,7,7,3,7,6
674,"[5, 9, 5, 9, 3]",1.5,2,5,9,5,9,3
675,"[1, 7, 3, 3, 10]",5.0,10,1,7,3,3,10
676,"[3, 10, 8, 5, 7]",3.5,6,3,10,8,5,7
677,"[8, 7, 1, 2, 10]",5.0,10,8,7,1,2,10
678,"[4, 6, 9, 8, 4]",2.0,3,4,6,9,8,4
679,"[1, 6, 3, 1, 9]",4.5,8,1,6,3,1,9
680,"[4, 3, 8, 9, 6]",3.0,5,4,3,8,9,6
681,"[7, 4, 3, 8, 10]",5.0,10,7,4,3,8,10
682,"[3, 8, 9, 1, 8]",4.0,7,3,8,9,1,8
683,"[9, 1, 8, 2, 10]",5.0,10,9,1,8,2,10
684,"[2, 7, 4, 6, 9]",4.5,8,2,7,4,6,9
685,"[4, 6, 10, 1, 7]",3.5,6,4,6,10,1,7
686,"[9, 5, 1, 3, 7]",3.5,6,9,5,1,3,7
687,"[5, 10, 2, 5, 2]",1.0,1,5,10,2,5,2
688,"[2, 6, 6, 9, 3]",1.5,2,2,6,6,9,3
689,"[7, 9, 5, 8, 6]",3.0,5,7,9,5,8,6
690,"[8, 2, 4, 4, 10]",5.0,10,8,2,4,4,10
691,"[5, 5, 4, 1, 8]",4.0,7,5,5,4,1,8
692,"[3, 10, 5, 6, 9]",4.5,8,3,10,5,6,9
693,"[2, 7, 6, 7, 2]",1.0,1,2,7,6,7,2
694,"[10, 9, 2, 10, 6]",3.0,5,10,9,2,10,6
695,"[4, 5, 1, 4, 3]",1.5,2,4,5,1,4,3
696,"[5, 7, 4, 1, 7]",3.5,6,5,7,4,1,7
697,"[6, 3, 5, 6, 1]",0.5,0,6,3,5,6,1
698,"[8, 3, 5, 5, 6]",3.0,5,8,3,5,5,6
699,"[2, 6, 9, 5, 2]",1.0,1,2,6,9,5,2
700,"[8, 8, 7, 4, 1]",0.5,0,8,8,7,4,1
701,"[3, 6, 10, 7, 8]",4.0,7,3,6,10,7,8
702,"[6, 5, 3, 1, 7]",3.5,6,6,5,3,1,7
703,"[6, 5, 2, 2, 5]",2.5,4,6,5,2,2,5
704,"[5, 3, 10, 10, 6]",3.0,5,5,3,10,10,6
705,"[7, 3, 9, 9, 2]",1.0,1,7,3,9,9,2
706,"[5, 8, 6, 7, 8]",4.0,7,5,8,6,7,8
707,"[9, 8, 8, 10, 9]",4.5,8,9,8,8,10,9
708,"[9, 1, 3, 2, 5]",2.5,4,9,1,3,2,5
709,"[7, 2, 5, 1, 2]",1.0,1,7,2,5,1,2
710,"[1, 3, 1, 1, 2]",1.0,1,1,3,1,1,2
711,"[6, 1, 4, 9, 5]",2.5,4,6,1,4,9,5
712,"[5, 7, 3, 10, 2]",1.0,1,5,7,3,10,2
713,"[7, 2, 10, 10, 2]",1.0,1,7,2,10,10,2
714,"[8, 5, 4, 6, 9]",4.5,8,8,5,4,6,9
715,"[1, 5, 6, 6, 9]",4.5,8,1,5,6,6,9
716,"[2, 10, 9, 1, 2]",1.0,1,2,10,9,1,2
717,"[3, 3, 8, 7, 10]",5.0,10,3,3,8,7,10
718,"[5, 8, 9, 2, 8]",4.0,7,5,8,9,2,8
719,"[3, 10, 3, 1, 7]",3.5,6,3,10,3,1,7
720,"[9, 1, 2, 8, 4]",2.0,3,9,1,2,8,4
721,"[2, 7, 10, 10, 6]",3.0,5,2,7,10,10,6
722,"[2, 4, 1, 9, 2]",1.0,1,2,4,1,9,2
723,"[10, 5, 6, 4, 5]",2.5,4,10,5,6,4,5
724,"[7, 6, 2, 2, 2]",1.0,1,7,6,2,2,2
725,"[5, 8, 7, 2, 4]",2.0,3,5,8,7,2,4
726,"[5, 1, 5, 5, 2]",1.0,1,5,1,5,5,2
727,"[9, 3, 1, 9, 1]",0.5,0,9,3,1,9,1
728,"[2, 1, 5, 1, 8]",4.0,7,2,1,5,1,8
729,"[3, 4, 1, 10, 7]",3.5,6,3,4,1,10,7
730,"[10, 5, 3, 10, 1]",0.5,0,10,5,3,10,1
731,"[1, 9, 7, 10, 2]",1.0,1,1,9,7,10,2
732,"[2, 3, 8, 5, 2]",1.0,1,2,3,8,5,2
733,"[1, 3, 6, 8, 2]",1.0,1,1,3,6,8,2
734,"[1, 1, 5, 3, 7]",3.5,6,1,1,5,3,7
735,"[10, 7, 8, 7, 2]",1.0,1,10,7,8,7,2
736,"[6, 8, 8, 3, 9]",4.5,8,6,8,8,3,9
737,"[1, 5, 1, 2, 1]",0.5,0,1,5,1,2,1
738,"[1, 1, 7, 7, 7]",3.5,6,1,1,7,7,7
739,"[7, 5, 5, 3, 9]",4.5,8,7,5,5,3,9
740,"[9, 8, 3, 8, 6]",3.0,5,9,8,3,8,6
741,"[7, 6, 1, 5, 7]",3.5,6,7,6,1,5,7
742,"[2, 10, 3, 3, 4]",2.0,3,2,10,3,3,4
743,"[9, 3, 4, 1, 3]",1.5,2,9,3,4,1,3
744,"[7, 2, 9, 3, 1]",0.5,0,7,2,9,3,1
745,"[10, 7, 5, 10, 6]",3.0,5,10,7,5,10,6
746,"[6, 4, 9, 7, 6]",3.0,5,6,4,9,7,6
747,"[6, 3, 8, 4, 7]",3.5,6,6,3,8,4,7
748,"[8, 1, 3, 2, 3]",1.5,2,8,1,3,2,3
749,"[7, 3, 7, 5, 10]",5.0,10,7,3,7,5,10
750,"[1, 3, 9, 8, 9]",4.5,8,1,3,9,8,9
751,"[10, 9, 5, 1, 3]",1.5,2,10,9,5,1,3
752,"[3, 2, 7, 5, 4]",2.0,3,3,2,7,5,4
753,"[6, 5, 5, 6, 6]",3.0,5,6,5,5,6,6
754,"[3, 7, 10, 2, 6]",3.0,5,3,7,10,2,6
755,"[1, 1, 10, 2, 1]",0.5,0,1,1,10,2,1
756,"[1, 10, 5, 7, 4]",2.0,3,1,10,5,7,4
757,"[10, 1, 4, 3, 1]",0.5,0,10,1,4,3,1
758,"[6, 8, 6, 3, 9]",4.5,8,6,8,6,3,9
759,"[1, 1, 9, 8, 7]",3.5,6,1,1,9,8,7
760,"[5, 1, 6, 4, 1]",0.5,0,5,1,6,4,1
761,"[8, 5, 7, 3, 2]",1.0,1,8,5,7,3,2
762,"[8, 7, 8, 7, 6]",3.0,5,8,7,8,7,6
763,"[2, 5, 10, 4, 4]",2.0,3,2,5,10,4,4
764,"[5, 5, 2, 3, 1]",0.5,0,5,5,2,3,1
765,"[3, 10, 5, 1, 3]",1.5,2,3,10,5,1,3
766,"[9, 1, 8, 6, 10]",5.0,10,9,1,8,6,10
767,"[9, 3, 1, 1, 6]",3.0,5,9,3,1,1,6
768,"[5, 9, 1, 4, 10]",5.0,10,5,9,1,4,10
769,"[2, 8, 4, 2, 4]",2.0,3,2,8,4,2,4
770,"[10, 8, 1, 7, 1]",0.5,0,10,8,1,7,1
771,"[9, 9, 4, 6, 6]",3.0,5,9,9,4,6,6
772,"[7, 6, 3, 5, 4]",2.0,3,7,6,3,5,4
773,"[10, 5, 2, 9, 5]",2.5,4,10,5,2,9,5
774,"[5, 3, 1, 3, 9]",4.5,8,5,3,1,3,9
775,"[2, 8, 3, 2, 3]",1.5,2,2,8,3,2,3
776,"[9, 8, 6, 10, 4]",2.0,3,9,8,6,10,4
777,"[8, 3, 3, 3, 4]",2.0,3,8,3,3,3,4
778,"[6, 10, 7, 3, 6]",3.0,5,6,10,7,3,6
779,"[8, 7, 7, 3, 2]",1.0,1,8,7,7,3,2
780,"[6, 6, 4, 4, 8]",4.0,7,6,6,4,4,8
781,"[3, 8, 5, 6, 10]",5.0,10,3,8,5,6,10
782,"[1, 8, 1, 8, 9]",4.5,8,1,8,1,8,9
783,"[4, 4, 7, 6, 10]",5.0,10,4,4,7,6,10
784,"[2, 8, 2, 6, 5]",2.5,4,2,8,2,6,5
785,"[1, 7, 6, 6, 10]",5.0,10,1,7,6,6,10
786,"[1, 2, 4, 2, 10]",5.0,10,1,2,4,2,10
787,"[10, 5, 8, 8, 6]",3.0,5,10,5,8,8,6
788,"[3, 5, 4, 4, 7]",3.5,6,3,5,4,4,7
789,"[4, 3, 9, 5, 3]",1.5,2,4,3,9,5,3
790,"[3, 1, 5, 8, 9]",4.5,8,3,1,5,8,9
791,"[10, 7, 5, 1, 8]",4.0,7,10,7,5,1,8
792,"[6, 8, 8, 2, 6]",3.0,5,6,8,8,2,6
793,"[7, 5, 8, 2, 9]",4.5,8,7,5,8,2,9
794,"[8, 7, 4, 4, 3]",1.5,2,8,7,4,4,3
