,Layers,Units,Activation,Optimizer,Learning Rate,Accuracy
652,1,256,selu,Adam,0.01,0
653,1,256,selu,Adam,0.1,0
654,1,256,selu,Adam,1.0,0
655,1,256,selu,Adadelta,0.0001,0
656,1,256,selu,Adadelta,0.001,0
657,1,256,selu,Adadelta,0.01,0
658,1,256,selu,Adadelta,0.1,0
659,1,256,selu,Adadelta,1.0,0
660,1,256,selu,Adamax,0.0001,0
661,1,256,selu,Adamax,0.001,0
662,1,256,selu,Adamax,0.01,0
663,1,256,selu,Adamax,0.1,0
664,1,256,selu,Adamax,1.0,0
665,1,256,selu,Adagrad,0.0001,0
666,1,256,selu,Adagrad,0.001,0
667,1,256,selu,Adagrad,0.01,0
668,1,256,selu,Adagrad,0.1,0
669,1,256,selu,Adagrad,1.0,0
670,1,256,selu,Nadam,0.0001,0
671,1,256,selu,Nadam,0.001,0
672,1,256,selu,Nadam,0.01,0
673,1,256,selu,Nadam,0.1,0
674,1,256,selu,Nadam,1.0,0
675,1,256,selu,Ftrl,0.0001,0
676,1,256,selu,Ftrl,0.001,0
677,1,256,selu,Ftrl,0.01,0
678,1,256,selu,Ftrl,0.1,0
679,1,256,selu,Ftrl,1.0,0
680,1,256,exponential,SGD,0.0001,0
681,1,256,exponential,SGD,0.001,0
682,1,256,exponential,SGD,0.01,0
683,1,256,exponential,SGD,0.1,0
684,1,256,exponential,SGD,1.0,0
685,1,256,exponential,RMSprop,0.0001,0
686,1,256,exponential,RMSprop,0.001,0
687,1,256,exponential,RMSprop,0.01,0
688,1,256,exponential,RMSprop,0.1,0
689,1,256,exponential,RMSprop,1.0,0
690,1,256,exponential,Adam,0.0001,0
691,1,256,exponential,Adam,0.001,0
692,1,256,exponential,Adam,0.01,0
693,1,256,exponential,Adam,0.1,0
694,1,256,exponential,Adam,1.0,0
695,1,256,exponential,Adadelta,0.0001,0
696,1,256,exponential,Adadelta,0.001,0
697,1,256,exponential,Adadelta,0.01,0
698,1,256,exponential,Adadelta,0.1,0
699,1,256,exponential,Adadelta,1.0,0
700,1,256,exponential,Adamax,0.0001,0
701,1,256,exponential,Adamax,0.001,0
702,1,256,exponential,Adamax,0.01,0
703,1,256,exponential,Adamax,0.1,0
704,1,256,exponential,Adamax,1.0,0
705,1,256,exponential,Adagrad,0.0001,0
706,1,256,exponential,Adagrad,0.001,0
707,1,256,exponential,Adagrad,0.01,0
708,1,256,exponential,Adagrad,0.1,0
709,1,256,exponential,Adagrad,1.0,0
710,1,256,exponential,Nadam,0.0001,0
711,1,256,exponential,Nadam,0.001,0
712,1,256,exponential,Nadam,0.01,0
713,1,256,exponential,Nadam,0.1,0
714,1,256,exponential,Nadam,1.0,0
715,1,256,exponential,Ftrl,0.0001,0
716,1,256,exponential,Ftrl,0.001,0
717,1,256,exponential,Ftrl,0.01,0
718,1,256,exponential,Ftrl,0.1,0
719,1,256,exponential,Ftrl,1.0,0
720,1,384,relu,SGD,0.0001,0
721,1,384,relu,SGD,0.001,0
722,1,384,relu,SGD,0.01,0
723,1,384,relu,SGD,0.1,0
724,1,384,relu,SGD,1.0,0
725,1,384,relu,RMSprop,0.0001,0
726,1,384,relu,RMSprop,0.001,0
727,1,384,relu,RMSprop,0.01,0
728,1,384,relu,RMSprop,0.1,0
729,1,384,relu,RMSprop,1.0,0
730,1,384,relu,Adam,0.0001,0
731,1,384,relu,Adam,0.001,0
732,1,384,relu,Adam,0.01,0
733,1,384,relu,Adam,0.1,0
734,1,384,relu,Adam,1.0,0
735,1,384,relu,Adadelta,0.0001,0
736,1,384,relu,Adadelta,0.001,0
737,1,384,relu,Adadelta,0.01,0
738,1,384,relu,Adadelta,0.1,0
739,1,384,relu,Adadelta,1.0,0
740,1,384,relu,Adamax,0.0001,0
741,1,384,relu,Adamax,0.001,0
742,1,384,relu,Adamax,0.01,0
743,1,384,relu,Adamax,0.1,0
744,1,384,relu,Adamax,1.0,0
745,1,384,relu,Adagrad,0.0001,0
746,1,384,relu,Adagrad,0.001,0
747,1,384,relu,Adagrad,0.01,0
748,1,384,relu,Adagrad,0.1,0
749,1,384,relu,Adagrad,1.0,0
750,1,384,relu,Nadam,0.0001,0
751,1,384,relu,Nadam,0.001,0
752,1,384,relu,Nadam,0.01,0
753,1,384,relu,Nadam,0.1,0
754,1,384,relu,Nadam,1.0,0
755,1,384,relu,Ftrl,0.0001,0
756,1,384,relu,Ftrl,0.001,0
757,1,384,relu,Ftrl,0.01,0
758,1,384,relu,Ftrl,0.1,0
759,1,384,relu,Ftrl,1.0,0
760,1,384,sigmoid,SGD,0.0001,0
761,1,384,sigmoid,SGD,0.001,0
762,1,384,sigmoid,SGD,0.01,0
763,1,384,sigmoid,SGD,0.1,0
764,1,384,sigmoid,SGD,1.0,0
765,1,384,sigmoid,RMSprop,0.0001,0
766,1,384,sigmoid,RMSprop,0.001,0
767,1,384,sigmoid,RMSprop,0.01,0
768,1,384,sigmoid,RMSprop,0.1,0
769,1,384,sigmoid,RMSprop,1.0,0
770,1,384,sigmoid,Adam,0.0001,0
771,1,384,sigmoid,Adam,0.001,0
772,1,384,sigmoid,Adam,0.01,0
773,1,384,sigmoid,Adam,0.1,0
774,1,384,sigmoid,Adam,1.0,0
775,1,384,sigmoid,Adadelta,0.0001,0
776,1,384,sigmoid,Adadelta,0.001,0
777,1,384,sigmoid,Adadelta,0.01,0
778,1,384,sigmoid,Adadelta,0.1,0
779,1,384,sigmoid,Adadelta,1.0,0
780,1,384,sigmoid,Adamax,0.0001,0
781,1,384,sigmoid,Adamax,0.001,0
782,1,384,sigmoid,Adamax,0.01,0
783,1,384,sigmoid,Adamax,0.1,0
784,1,384,sigmoid,Adamax,1.0,0
785,1,384,sigmoid,Adagrad,0.0001,0
786,1,384,sigmoid,Adagrad,0.001,0
787,1,384,sigmoid,Adagrad,0.01,0
788,1,384,sigmoid,Adagrad,0.1,0
789,1,384,sigmoid,Adagrad,1.0,0
790,1,384,sigmoid,Nadam,0.0001,0
791,1,384,sigmoid,Nadam,0.001,0
792,1,384,sigmoid,Nadam,0.01,0
793,1,384,sigmoid,Nadam,0.1,0
794,1,384,sigmoid,Nadam,1.0,0
795,1,384,sigmoid,Ftrl,0.0001,0
796,1,384,sigmoid,Ftrl,0.001,0
797,1,384,sigmoid,Ftrl,0.01,0
798,1,384,sigmoid,Ftrl,0.1,0
799,1,384,sigmoid,Ftrl,1.0,0
800,1,384,softmax,SGD,0.0001,0
801,1,384,softmax,SGD,0.001,0
802,1,384,softmax,SGD,0.01,0
803,1,384,softmax,SGD,0.1,0
804,1,384,softmax,SGD,1.0,0
805,1,384,softmax,RMSprop,0.0001,0
806,1,384,softmax,RMSprop,0.001,0
807,1,384,softmax,RMSprop,0.01,0
808,1,384,softmax,RMSprop,0.1,0
809,1,384,softmax,RMSprop,1.0,0
810,1,384,softmax,Adam,0.0001,0
811,1,384,softmax,Adam,0.001,0
812,1,384,softmax,Adam,0.01,0
813,1,384,softmax,Adam,0.1,0
814,1,384,softmax,Adam,1.0,0
815,1,384,softmax,Adadelta,0.0001,0
816,1,384,softmax,Adadelta,0.001,0
817,1,384,softmax,Adadelta,0.01,0
818,1,384,softmax,Adadelta,0.1,0
819,1,384,softmax,Adadelta,1.0,0
820,1,384,softmax,Adamax,0.0001,0
821,1,384,softmax,Adamax,0.001,0
822,1,384,softmax,Adamax,0.01,0
823,1,384,softmax,Adamax,0.1,0
824,1,384,softmax,Adamax,1.0,0
825,1,384,softmax,Adagrad,0.0001,0
826,1,384,softmax,Adagrad,0.001,0
827,1,384,softmax,Adagrad,0.01,0
828,1,384,softmax,Adagrad,0.1,0
829,1,384,softmax,Adagrad,1.0,0
830,1,384,softmax,Nadam,0.0001,0
831,1,384,softmax,Nadam,0.001,0
832,1,384,softmax,Nadam,0.01,0
833,1,384,softmax,Nadam,0.1,0
834,1,384,softmax,Nadam,1.0,0
835,1,384,softmax,Ftrl,0.0001,0
836,1,384,softmax,Ftrl,0.001,0
837,1,384,softmax,Ftrl,0.01,0
838,1,384,softmax,Ftrl,0.1,0
839,1,384,softmax,Ftrl,1.0,0
840,1,384,softplus,SGD,0.0001,0
841,1,384,softplus,SGD,0.001,0
842,1,384,softplus,SGD,0.01,0
843,1,384,softplus,SGD,0.1,0
844,1,384,softplus,SGD,1.0,0
845,1,384,softplus,RMSprop,0.0001,0
846,1,384,softplus,RMSprop,0.001,0
847,1,384,softplus,RMSprop,0.01,0
848,1,384,softplus,RMSprop,0.1,0
849,1,384,softplus,RMSprop,1.0,0
850,1,384,softplus,Adam,0.0001,0
851,1,384,softplus,Adam,0.001,0
852,1,384,softplus,Adam,0.01,0
853,1,384,softplus,Adam,0.1,0
854,1,384,softplus,Adam,1.0,0
855,1,384,softplus,Adadelta,0.0001,0
856,1,384,softplus,Adadelta,0.001,0
857,1,384,softplus,Adadelta,0.01,0
858,1,384,softplus,Adadelta,0.1,0
859,1,384,softplus,Adadelta,1.0,0
860,1,384,softplus,Adamax,0.0001,0
861,1,384,softplus,Adamax,0.001,0
862,1,384,softplus,Adamax,0.01,0
863,1,384,softplus,Adamax,0.1,0
864,1,384,softplus,Adamax,1.0,0
865,1,384,softplus,Adagrad,0.0001,0
866,1,384,softplus,Adagrad,0.001,0
867,1,384,softplus,Adagrad,0.01,0
868,1,384,softplus,Adagrad,0.1,0
869,1,384,softplus,Adagrad,1.0,0
870,1,384,softplus,Nadam,0.0001,0
871,1,384,softplus,Nadam,0.001,0
872,1,384,softplus,Nadam,0.01,0
873,1,384,softplus,Nadam,0.1,0
874,1,384,softplus,Nadam,1.0,0
875,1,384,softplus,Ftrl,0.0001,0
876,1,384,softplus,Ftrl,0.001,0
877,1,384,softplus,Ftrl,0.01,0
878,1,384,softplus,Ftrl,0.1,0
879,1,384,softplus,Ftrl,1.0,0
880,1,384,softsign,SGD,0.0001,0
881,1,384,softsign,SGD,0.001,0
882,1,384,softsign,SGD,0.01,0
883,1,384,softsign,SGD,0.1,0
884,1,384,softsign,SGD,1.0,0
885,1,384,softsign,RMSprop,0.0001,0
886,1,384,softsign,RMSprop,0.001,0
887,1,384,softsign,RMSprop,0.01,0
888,1,384,softsign,RMSprop,0.1,0
889,1,384,softsign,RMSprop,1.0,0
890,1,384,softsign,Adam,0.0001,0
891,1,384,softsign,Adam,0.001,0
892,1,384,softsign,Adam,0.01,0
893,1,384,softsign,Adam,0.1,0
894,1,384,softsign,Adam,1.0,0
895,1,384,softsign,Adadelta,0.0001,0
896,1,384,softsign,Adadelta,0.001,0
897,1,384,softsign,Adadelta,0.01,0
898,1,384,softsign,Adadelta,0.1,0
899,1,384,softsign,Adadelta,1.0,0
900,1,384,softsign,Adamax,0.0001,0
901,1,384,softsign,Adamax,0.001,0
902,1,384,softsign,Adamax,0.01,0
903,1,384,softsign,Adamax,0.1,0
904,1,384,softsign,Adamax,1.0,0
905,1,384,softsign,Adagrad,0.0001,0
906,1,384,softsign,Adagrad,0.001,0
907,1,384,softsign,Adagrad,0.01,0
908,1,384,softsign,Adagrad,0.1,0
909,1,384,softsign,Adagrad,1.0,0
910,1,384,softsign,Nadam,0.0001,0
911,1,384,softsign,Nadam,0.001,0
912,1,384,softsign,Nadam,0.01,0
913,1,384,softsign,Nadam,0.1,0
914,1,384,softsign,Nadam,1.0,0
915,1,384,softsign,Ftrl,0.0001,0
916,1,384,softsign,Ftrl,0.001,0
917,1,384,softsign,Ftrl,0.01,0
918,1,384,softsign,Ftrl,0.1,0
919,1,384,softsign,Ftrl,1.0,0
920,1,384,tanh,SGD,0.0001,0
921,1,384,tanh,SGD,0.001,0
922,1,384,tanh,SGD,0.01,0
923,1,384,tanh,SGD,0.1,0
924,1,384,tanh,SGD,1.0,0
925,1,384,tanh,RMSprop,0.0001,0
926,1,384,tanh,RMSprop,0.001,0
927,1,384,tanh,RMSprop,0.01,0
928,1,384,tanh,RMSprop,0.1,0
929,1,384,tanh,RMSprop,1.0,0
930,1,384,tanh,Adam,0.0001,0
931,1,384,tanh,Adam,0.001,0
932,1,384,tanh,Adam,0.01,0
933,1,384,tanh,Adam,0.1,0
934,1,384,tanh,Adam,1.0,0
935,1,384,tanh,Adadelta,0.0001,0
936,1,384,tanh,Adadelta,0.001,0
937,1,384,tanh,Adadelta,0.01,0
938,1,384,tanh,Adadelta,0.1,0
939,1,384,tanh,Adadelta,1.0,0
940,1,384,tanh,Adamax,0.0001,0
941,1,384,tanh,Adamax,0.001,0
942,1,384,tanh,Adamax,0.01,0
943,1,384,tanh,Adamax,0.1,0
944,1,384,tanh,Adamax,1.0,0
945,1,384,tanh,Adagrad,0.0001,0
946,1,384,tanh,Adagrad,0.001,0
947,1,384,tanh,Adagrad,0.01,0
948,1,384,tanh,Adagrad,0.1,0
949,1,384,tanh,Adagrad,1.0,0
950,1,384,tanh,Nadam,0.0001,0
951,1,384,tanh,Nadam,0.001,0
952,1,384,tanh,Nadam,0.01,0
953,1,384,tanh,Nadam,0.1,0
954,1,384,tanh,Nadam,1.0,0
955,1,384,tanh,Ftrl,0.0001,0
956,1,384,tanh,Ftrl,0.001,0
957,1,384,tanh,Ftrl,0.01,0
958,1,384,tanh,Ftrl,0.1,0
959,1,384,tanh,Ftrl,1.0,0
960,1,384,elu,SGD,0.0001,0
961,1,384,elu,SGD,0.001,0
962,1,384,elu,SGD,0.01,0
963,1,384,elu,SGD,0.1,0
964,1,384,elu,SGD,1.0,0
965,1,384,elu,RMSprop,0.0001,0
966,1,384,elu,RMSprop,0.001,0
967,1,384,elu,RMSprop,0.01,0
968,1,384,elu,RMSprop,0.1,0
969,1,384,elu,RMSprop,1.0,0
970,1,384,elu,Adam,0.0001,0
971,1,384,elu,Adam,0.001,0
972,1,384,elu,Adam,0.01,0
973,1,384,elu,Adam,0.1,0
974,1,384,elu,Adam,1.0,0
975,1,384,elu,Adadelta,0.0001,0
976,1,384,elu,Adadelta,0.001,0
977,1,384,elu,Adadelta,0.01,0
978,1,384,elu,Adadelta,0.1,0
979,1,384,elu,Adadelta,1.0,0
980,1,384,elu,Adamax,0.0001,0
981,1,384,elu,Adamax,0.001,0
982,1,384,elu,Adamax,0.01,0
983,1,384,elu,Adamax,0.1,0
984,1,384,elu,Adamax,1.0,0
985,1,384,elu,Adagrad,0.0001,0
986,1,384,elu,Adagrad,0.001,0
987,1,384,elu,Adagrad,0.01,0
988,1,384,elu,Adagrad,0.1,0
989,1,384,elu,Adagrad,1.0,0
990,1,384,elu,Nadam,0.0001,0
991,1,384,elu,Nadam,0.001,0
992,1,384,elu,Nadam,0.01,0
993,1,384,elu,Nadam,0.1,0
994,1,384,elu,Nadam,1.0,0
995,1,384,elu,Ftrl,0.0001,0
996,1,384,elu,Ftrl,0.001,0
997,1,384,elu,Ftrl,0.01,0
998,1,384,elu,Ftrl,0.1,0
999,1,384,elu,Ftrl,1.0,0
1000,1,384,selu,SGD,0.0001,0
1001,1,384,selu,SGD,0.001,0
1002,1,384,selu,SGD,0.01,0
1003,1,384,selu,SGD,0.1,0
1004,1,384,selu,SGD,1.0,0
1005,1,384,selu,RMSprop,0.0001,0
1006,1,384,selu,RMSprop,0.001,0
1007,1,384,selu,RMSprop,0.01,0
1008,1,384,selu,RMSprop,0.1,0
1009,1,384,selu,RMSprop,1.0,0
1010,1,384,selu,Adam,0.0001,0
1011,1,384,selu,Adam,0.001,0
1012,1,384,selu,Adam,0.01,0
1013,1,384,selu,Adam,0.1,0
1014,1,384,selu,Adam,1.0,0
1015,1,384,selu,Adadelta,0.0001,0
1016,1,384,selu,Adadelta,0.001,0
1017,1,384,selu,Adadelta,0.01,0
1018,1,384,selu,Adadelta,0.1,0
1019,1,384,selu,Adadelta,1.0,0
1020,1,384,selu,Adamax,0.0001,0
1021,1,384,selu,Adamax,0.001,0
1022,1,384,selu,Adamax,0.01,0
1023,1,384,selu,Adamax,0.1,0
1024,1,384,selu,Adamax,1.0,0
1025,1,384,selu,Adagrad,0.0001,0
1026,1,384,selu,Adagrad,0.001,0
1027,1,384,selu,Adagrad,0.01,0
1028,1,384,selu,Adagrad,0.1,0
1029,1,384,selu,Adagrad,1.0,0
1030,1,384,selu,Nadam,0.0001,0
1031,1,384,selu,Nadam,0.001,0
1032,1,384,selu,Nadam,0.01,0
1033,1,384,selu,Nadam,0.1,0
1034,1,384,selu,Nadam,1.0,0
1035,1,384,selu,Ftrl,0.0001,0
1036,1,384,selu,Ftrl,0.001,0
1037,1,384,selu,Ftrl,0.01,0
1038,1,384,selu,Ftrl,0.1,0
1039,1,384,selu,Ftrl,1.0,0
1040,1,384,exponential,SGD,0.0001,0
1041,1,384,exponential,SGD,0.001,0
1042,1,384,exponential,SGD,0.01,0
1043,1,384,exponential,SGD,0.1,0
1044,1,384,exponential,SGD,1.0,0
1045,1,384,exponential,RMSprop,0.0001,0
1046,1,384,exponential,RMSprop,0.001,0
1047,1,384,exponential,RMSprop,0.01,0
1048,1,384,exponential,RMSprop,0.1,0
1049,1,384,exponential,RMSprop,1.0,0
1050,1,384,exponential,Adam,0.0001,0
1051,1,384,exponential,Adam,0.001,0
1052,1,384,exponential,Adam,0.01,0
1053,1,384,exponential,Adam,0.1,0
1054,1,384,exponential,Adam,1.0,0
1055,1,384,exponential,Adadelta,0.0001,0
1056,1,384,exponential,Adadelta,0.001,0
1057,1,384,exponential,Adadelta,0.01,0
1058,1,384,exponential,Adadelta,0.1,0
1059,1,384,exponential,Adadelta,1.0,0
1060,1,384,exponential,Adamax,0.0001,0
1061,1,384,exponential,Adamax,0.001,0
1062,1,384,exponential,Adamax,0.01,0
1063,1,384,exponential,Adamax,0.1,0
1064,1,384,exponential,Adamax,1.0,0
1065,1,384,exponential,Adagrad,0.0001,0
1066,1,384,exponential,Adagrad,0.001,0
1067,1,384,exponential,Adagrad,0.01,0
1068,1,384,exponential,Adagrad,0.1,0
1069,1,384,exponential,Adagrad,1.0,0
1070,1,384,exponential,Nadam,0.0001,0
1071,1,384,exponential,Nadam,0.001,0
1072,1,384,exponential,Nadam,0.01,0
1073,1,384,exponential,Nadam,0.1,0
1074,1,384,exponential,Nadam,1.0,0
1075,1,384,exponential,Ftrl,0.0001,0
1076,1,384,exponential,Ftrl,0.001,0
1077,1,384,exponential,Ftrl,0.01,0
1078,1,384,exponential,Ftrl,0.1,0
1079,1,384,exponential,Ftrl,1.0,0
1080,1,512,relu,SGD,0.0001,0
1081,1,512,relu,SGD,0.001,0
1082,1,512,relu,SGD,0.01,0
1083,1,512,relu,SGD,0.1,0
1084,1,512,relu,SGD,1.0,0
1085,1,512,relu,RMSprop,0.0001,0
1086,1,512,relu,RMSprop,0.001,0
1087,1,512,relu,RMSprop,0.01,0
1088,1,512,relu,RMSprop,0.1,0
1089,1,512,relu,RMSprop,1.0,0
1090,1,512,relu,Adam,0.0001,0
1091,1,512,relu,Adam,0.001,0
1092,1,512,relu,Adam,0.01,0
1093,1,512,relu,Adam,0.1,0
1094,1,512,relu,Adam,1.0,0
1095,1,512,relu,Adadelta,0.0001,0
1096,1,512,relu,Adadelta,0.001,0
1097,1,512,relu,Adadelta,0.01,0
1098,1,512,relu,Adadelta,0.1,0
1099,1,512,relu,Adadelta,1.0,0
1100,1,512,relu,Adamax,0.0001,0
1101,1,512,relu,Adamax,0.001,0
1102,1,512,relu,Adamax,0.01,0
1103,1,512,relu,Adamax,0.1,0
1104,1,512,relu,Adamax,1.0,0
1105,1,512,relu,Adagrad,0.0001,0
1106,1,512,relu,Adagrad,0.001,0
1107,1,512,relu,Adagrad,0.01,0
1108,1,512,relu,Adagrad,0.1,0
1109,1,512,relu,Adagrad,1.0,0
1110,1,512,relu,Nadam,0.0001,0
1111,1,512,relu,Nadam,0.001,0
1112,1,512,relu,Nadam,0.01,0
1113,1,512,relu,Nadam,0.1,0
1114,1,512,relu,Nadam,1.0,0
1115,1,512,relu,Ftrl,0.0001,0
1116,1,512,relu,Ftrl,0.001,0
1117,1,512,relu,Ftrl,0.01,0
1118,1,512,relu,Ftrl,0.1,0
1119,1,512,relu,Ftrl,1.0,0
1120,1,512,sigmoid,SGD,0.0001,0
1121,1,512,sigmoid,SGD,0.001,0
1122,1,512,sigmoid,SGD,0.01,0
1123,1,512,sigmoid,SGD,0.1,0
1124,1,512,sigmoid,SGD,1.0,0
1125,1,512,sigmoid,RMSprop,0.0001,0
1126,1,512,sigmoid,RMSprop,0.001,0
1127,1,512,sigmoid,RMSprop,0.01,0
1128,1,512,sigmoid,RMSprop,0.1,0
1129,1,512,sigmoid,RMSprop,1.0,0
1130,1,512,sigmoid,Adam,0.0001,0
1131,1,512,sigmoid,Adam,0.001,0
1132,1,512,sigmoid,Adam,0.01,0
1133,1,512,sigmoid,Adam,0.1,0
1134,1,512,sigmoid,Adam,1.0,0
1135,1,512,sigmoid,Adadelta,0.0001,0
1136,1,512,sigmoid,Adadelta,0.001,0
1137,1,512,sigmoid,Adadelta,0.01,0
1138,1,512,sigmoid,Adadelta,0.1,0
1139,1,512,sigmoid,Adadelta,1.0,0
1140,1,512,sigmoid,Adamax,0.0001,0
1141,1,512,sigmoid,Adamax,0.001,0
1142,1,512,sigmoid,Adamax,0.01,0
1143,1,512,sigmoid,Adamax,0.1,0
1144,1,512,sigmoid,Adamax,1.0,0
1145,1,512,sigmoid,Adagrad,0.0001,0
1146,1,512,sigmoid,Adagrad,0.001,0
1147,1,512,sigmoid,Adagrad,0.01,0
1148,1,512,sigmoid,Adagrad,0.1,0
1149,1,512,sigmoid,Adagrad,1.0,0
1150,1,512,sigmoid,Nadam,0.0001,0
1151,1,512,sigmoid,Nadam,0.001,0
1152,1,512,sigmoid,Nadam,0.01,0
1153,1,512,sigmoid,Nadam,0.1,0
1154,1,512,sigmoid,Nadam,1.0,0
1155,1,512,sigmoid,Ftrl,0.0001,0
1156,1,512,sigmoid,Ftrl,0.001,0
1157,1,512,sigmoid,Ftrl,0.01,0
1158,1,512,sigmoid,Ftrl,0.1,0
1159,1,512,sigmoid,Ftrl,1.0,0
1160,1,512,softmax,SGD,0.0001,0
1161,1,512,softmax,SGD,0.001,0
1162,1,512,softmax,SGD,0.01,0
1163,1,512,softmax,SGD,0.1,0
1164,1,512,softmax,SGD,1.0,0
1165,1,512,softmax,RMSprop,0.0001,0
1166,1,512,softmax,RMSprop,0.001,0
1167,1,512,softmax,RMSprop,0.01,0
1168,1,512,softmax,RMSprop,0.1,0
1169,1,512,softmax,RMSprop,1.0,0
1170,1,512,softmax,Adam,0.0001,0
1171,1,512,softmax,Adam,0.001,0
1172,1,512,softmax,Adam,0.01,0
1173,1,512,softmax,Adam,0.1,0
1174,1,512,softmax,Adam,1.0,0
1175,1,512,softmax,Adadelta,0.0001,0
1176,1,512,softmax,Adadelta,0.001,0
1177,1,512,softmax,Adadelta,0.01,0
1178,1,512,softmax,Adadelta,0.1,0
1179,1,512,softmax,Adadelta,1.0,0
1180,1,512,softmax,Adamax,0.0001,0
1181,1,512,softmax,Adamax,0.001,0
1182,1,512,softmax,Adamax,0.01,0
1183,1,512,softmax,Adamax,0.1,0
1184,1,512,softmax,Adamax,1.0,0
1185,1,512,softmax,Adagrad,0.0001,0
1186,1,512,softmax,Adagrad,0.001,0
1187,1,512,softmax,Adagrad,0.01,0
1188,1,512,softmax,Adagrad,0.1,0
1189,1,512,softmax,Adagrad,1.0,0
1190,1,512,softmax,Nadam,0.0001,0
1191,1,512,softmax,Nadam,0.001,0
1192,1,512,softmax,Nadam,0.01,0
1193,1,512,softmax,Nadam,0.1,0
1194,1,512,softmax,Nadam,1.0,0
1195,1,512,softmax,Ftrl,0.0001,0
1196,1,512,softmax,Ftrl,0.001,0
1197,1,512,softmax,Ftrl,0.01,0
1198,1,512,softmax,Ftrl,0.1,0
1199,1,512,softmax,Ftrl,1.0,0
1200,1,512,softplus,SGD,0.0001,0
1201,1,512,softplus,SGD,0.001,0
1202,1,512,softplus,SGD,0.01,0
1203,1,512,softplus,SGD,0.1,0
1204,1,512,softplus,SGD,1.0,0
1205,1,512,softplus,RMSprop,0.0001,0
1206,1,512,softplus,RMSprop,0.001,0
1207,1,512,softplus,RMSprop,0.01,0
1208,1,512,softplus,RMSprop,0.1,0
1209,1,512,softplus,RMSprop,1.0,0
1210,1,512,softplus,Adam,0.0001,0
1211,1,512,softplus,Adam,0.001,0
1212,1,512,softplus,Adam,0.01,0
1213,1,512,softplus,Adam,0.1,0
1214,1,512,softplus,Adam,1.0,0
1215,1,512,softplus,Adadelta,0.0001,0
1216,1,512,softplus,Adadelta,0.001,0
1217,1,512,softplus,Adadelta,0.01,0
1218,1,512,softplus,Adadelta,0.1,0
1219,1,512,softplus,Adadelta,1.0,0
1220,1,512,softplus,Adamax,0.0001,0
1221,1,512,softplus,Adamax,0.001,0
1222,1,512,softplus,Adamax,0.01,0
1223,1,512,softplus,Adamax,0.1,0
1224,1,512,softplus,Adamax,1.0,0
1225,1,512,softplus,Adagrad,0.0001,0
1226,1,512,softplus,Adagrad,0.001,0
1227,1,512,softplus,Adagrad,0.01,0
1228,1,512,softplus,Adagrad,0.1,0
1229,1,512,softplus,Adagrad,1.0,0
1230,1,512,softplus,Nadam,0.0001,0
1231,1,512,softplus,Nadam,0.001,0
1232,1,512,softplus,Nadam,0.01,0
1233,1,512,softplus,Nadam,0.1,0
1234,1,512,softplus,Nadam,1.0,0
1235,1,512,softplus,Ftrl,0.0001,0
1236,1,512,softplus,Ftrl,0.001,0
1237,1,512,softplus,Ftrl,0.01,0
1238,1,512,softplus,Ftrl,0.1,0
1239,1,512,softplus,Ftrl,1.0,0
1240,1,512,softsign,SGD,0.0001,0
1241,1,512,softsign,SGD,0.001,0
1242,1,512,softsign,SGD,0.01,0
1243,1,512,softsign,SGD,0.1,0
1244,1,512,softsign,SGD,1.0,0
1245,1,512,softsign,RMSprop,0.0001,0
1246,1,512,softsign,RMSprop,0.001,0
1247,1,512,softsign,RMSprop,0.01,0
1248,1,512,softsign,RMSprop,0.1,0
1249,1,512,softsign,RMSprop,1.0,0
1250,1,512,softsign,Adam,0.0001,0
1251,1,512,softsign,Adam,0.001,0
1252,1,512,softsign,Adam,0.01,0
1253,1,512,softsign,Adam,0.1,0
1254,1,512,softsign,Adam,1.0,0
1255,1,512,softsign,Adadelta,0.0001,0
1256,1,512,softsign,Adadelta,0.001,0
1257,1,512,softsign,Adadelta,0.01,0
1258,1,512,softsign,Adadelta,0.1,0
1259,1,512,softsign,Adadelta,1.0,0
1260,1,512,softsign,Adamax,0.0001,0
1261,1,512,softsign,Adamax,0.001,0
1262,1,512,softsign,Adamax,0.01,0
1263,1,512,softsign,Adamax,0.1,0
1264,1,512,softsign,Adamax,1.0,0
1265,1,512,softsign,Adagrad,0.0001,0
1266,1,512,softsign,Adagrad,0.001,0
1267,1,512,softsign,Adagrad,0.01,0
1268,1,512,softsign,Adagrad,0.1,0
1269,1,512,softsign,Adagrad,1.0,0
1270,1,512,softsign,Nadam,0.0001,0
1271,1,512,softsign,Nadam,0.001,0
1272,1,512,softsign,Nadam,0.01,0
1273,1,512,softsign,Nadam,0.1,0
1274,1,512,softsign,Nadam,1.0,0
1275,1,512,softsign,Ftrl,0.0001,0
1276,1,512,softsign,Ftrl,0.001,0
1277,1,512,softsign,Ftrl,0.01,0
1278,1,512,softsign,Ftrl,0.1,0
1279,1,512,softsign,Ftrl,1.0,0
1280,1,512,tanh,SGD,0.0001,0
1281,1,512,tanh,SGD,0.001,0
1282,1,512,tanh,SGD,0.01,0
1283,1,512,tanh,SGD,0.1,0
1284,1,512,tanh,SGD,1.0,0
1285,1,512,tanh,RMSprop,0.0001,0
1286,1,512,tanh,RMSprop,0.001,0
1287,1,512,tanh,RMSprop,0.01,0
1288,1,512,tanh,RMSprop,0.1,0
1289,1,512,tanh,RMSprop,1.0,0
